Production_ID,Plant_ID,Machine_ID,Operator_ID,Product_Type,Shift,Production_Date,Raw_Material_Batch,Temperature_C,Pressure_Bar,Humidity_Percent,Cycle_Time_Sec,Units_Produced,Defective_Units,Energy_Consumption_kWh,Downtime_Minutes,Maintenance_Score,Quality_Score,Inventory_Level,Delivery_Time_Hours
613,5,135,1046,A,Evening,2025-01-26 12:00:00,6111,79.06,10.54,58.92,128.05,380,8,291.55,11,2,92,2622,23.91
614,3,109,1034,C,Morning,2025-01-26 13:00:00,6227,81.89,12.99,52.27,138.08,181,1,242.03,40,7,79,4719,28.44
615,1,132,1018,D,Night,2025-01-26 14:00:00,5015,74.12,11.97,57.67,103.66,142,17,275.59,22,9,91,1975,10.78
616,3,149,1007,A,Evening,2025-01-26 15:00:00,6174,69.44,11.4,62.49,108.88,300,11,271.39,55,1,93,689,25.87
617,4,104,1025,B,Evening,2025-01-26 16:00:00,5935,80.78,9.58,71.23,126.97,59,2,246.82,47,2,98,2380,22.2
618,2,146,1070,B,Morning,2025-01-26 17:00:00,5253,76.02,12.13,52.45,138.36,100,6,263.32,17,6,74,3201,30.94
619,4,148,1029,B,Morning,2025-01-26 18:00:00,6211,79.07,12.34,43.73,122.88,398,8,258.15,15,8,87,2514,27.29
620,4,134,1006,D,Night,2025-01-26 19:00:00,5328,74.45,10.51,69.34,106.83,343,7,203.98,15,7,98,3997,21.9
621,5,143,1066,C,Evening,2025-01-26 20:00:00,5543,83.66,13.12,43.34,142.6,178,5,269.49,35,9,73,3778,31.9
622,2,133,1064,A,Morning,2025-01-26 21:00:00,5782,64.41,12.98,43.03,116.06,441,0,221.76,22,2,70,1943,32.36
623,4,132,1035,B,Night,2025-01-26 22:00:00,5996,76.88,12.07,69.13,116.53,298,13,207.24,21,9,87,4251,31.53
624,4,120,1024,A,Evening,2025-01-26 23:00:00,6420,81.71,12.02,63.53,98.46,151,15,284.19,38,4,89,2038,27.81
625,2,116,1036,D,Evening,2025-01-27 00:00:00,6540,75.53,13.42,58.88,130.86,386,15,226.35,32,3,75,2294,22.61
626,2,121,1000,B,Night,2025-01-27 01:00:00,6482,76.51,12.55,54.6,132.79,132,3,294.43,23,7,89,4559,25.16
627,4,147,1014,D,Night,2025-01-27 02:00:00,6353,72.83,10.95,53.09,109.41,240,5,293.93,54,5,89,352,21.92
628,2,136,1036,C,Morning,2025-01-27 03:00:00,6843,75.1,11.7,49.79,146.27,466,14,230.93,19,5,83,1566,25.11
629,4,114,1012,D,Evening,2025-01-27 04:00:00,5844,66.64,12.84,52.74,111.19,192,7,292.73,32,2,96,835,21.03
630,4,134,1007,D,Evening,2025-01-27 05:00:00,6192,71.41,8.95,54.62,129.38,286,0,234.43,30,6,95,439,23.15
631,5,127,1004,C,Evening,2025-01-27 06:00:00,6716,71.07,10.6,44.0,123.35,336,12,247.26,39,6,79,3687,34.72
632,1,106,1059,A,Night,2025-01-27 07:00:00,5365,78.35,13.02,48.44,89.62,326,17,269.75,57,4,87,1476,25.55
633,4,131,1072,C,Morning,2025-01-27 08:00:00,6201,72.14,13.81,38.1,128.16,436,17,331.58,54,5,78,4819,21.85
634,3,110,1000,C,Evening,2025-01-27 09:00:00,5654,72.29,13.53,55.62,126.81,431,12,287.64,7,7,81,804,18.5
635,1,109,1035,D,Night,2025-01-27 10:00:00,6385,73.11,13.34,55.62,93.5,499,13,247.69,9,8,79,3824,23.5
636,1,108,1034,A,Evening,2025-01-27 11:00:00,5759,71.26,12.19,69.23,142.88,340,10,254.13,0,6,93,4518,27.73
637,1,113,1065,B,Morning,2025-01-27 12:00:00,5638,76.35,10.46,58.0,126.87,218,6,186.68,20,5,93,3008,24.68
638,5,112,1062,C,Evening,2025-01-27 13:00:00,6798,76.89,11.71,50.55,138.59,492,17,290.19,24,3,90,2074,23.73
639,4,124,1022,A,Morning,2025-01-27 14:00:00,6063,79.13,9.01,53.4,94.26,193,3,285.89,31,7,88,1568,26.13
640,5,101,1008,C,Morning,2025-01-27 15:00:00,5923,78.26,13.95,58.89,113.84,233,16,261.34,52,8,75,2242,25.97
641,4,134,1033,C,Evening,2025-01-27 16:00:00,5415,77.76,10.77,56.82,137.71,94,18,278.71,45,3,83,652,27.53
642,5,106,1045,C,Evening,2025-01-27 17:00:00,6378,73.36,11.2,59.63,96.48,292,13,168.99,45,5,94,3591,27.66
643,5,120,1077,C,Morning,2025-01-27 18:00:00,5254,73.03,13.59,58.02,114.28,364,9,206.73,9,2,77,889,23.56
644,3,117,1003,D,Night,2025-01-27 19:00:00,6166,70.64,9.58,52.98,126.1,483,5,322.06,59,4,92,1273,23.31
645,5,102,1029,A,Morning,2025-01-27 20:00:00,6775,70.55,10.22,50.71,91.58,317,17,239.69,50,4,83,652,24.0
646,2,141,1094,A,Evening,2025-01-27 21:00:00,6763,75.97,12.4,50.28,100.18,302,3,280.3,56,8,80,3522,26.8
647,3,138,1074,A,Evening,2025-01-27 22:00:00,6876,71.4,12.78,47.6,140.73,445,10,220.13,47,3,93,4311,29.61
648,5,140,1098,C,Night,2025-01-27 23:00:00,5709,82.34,11.89,46.34,120.9,338,12,232.31,8,5,85,731,22.32
649,1,148,1071,D,Morning,2025-01-28 00:00:00,5576,74.81,11.94,69.71,137.65,261,7,324.19,19,5,89,369,23.18
650,2,110,1002,C,Morning,2025-01-28 01:00:00,5899,82.51,13.9,56.0,122.73,226,9,243.7,47,2,75,960,19.93
651,2,138,1013,C,Morning,2025-01-28 02:00:00,5010,77.86,12.95,53.76,156.84,70,10,270.94,19,9,84,390,16.52
652,2,123,1059,A,Evening,2025-01-28 03:00:00,6643,71.11,12.75,51.03,126.58,365,2,255.22,58,4,84,1557,17.81
653,3,145,1076,C,Morning,2025-01-28 04:00:00,5025,74.69,13.16,58.43,139.05,101,14,259.86,39,9,83,729,18.98
654,5,118,1044,B,Night,2025-01-28 05:00:00,5956,66.63,11.55,64.63,116.31,487,7,258.49,6,9,90,574,20.67
655,5,103,1095,C,Evening,2025-01-28 06:00:00,5420,75.95,15.26,60.79,123.16,472,19,170.9,10,2,81,4732,26.3
656,1,125,1033,B,Evening,2025-01-28 07:00:00,6686,71.57,8.54,62.37,129.63,282,17,269.08,20,9,71,4180,18.64
657,1,137,1044,C,Morning,2025-01-28 08:00:00,6244,69.43,14.19,50.31,132.12,482,0,228.49,37,9,77,4880,24.09
658,2,141,1060,D,Night,2025-01-28 09:00:00,6876,82.61,13.35,54.97,119.42,172,7,321.18,46,2,88,1860,28.19
659,1,131,1082,D,Evening,2025-01-28 10:00:00,5495,80.15,12.37,50.41,120.04,411,2,219.09,18,6,83,3182,19.85
660,3,138,1015,A,Evening,2025-01-28 11:00:00,6260,80.02,12.12,55.86,127.53,497,0,231.14,45,9,74,4808,21.54
661,5,144,1065,C,Morning,2025-01-28 12:00:00,5236,78.91,11.77,65.18,127.52,149,19,347.84,14,4,93,4074,17.4
662,2,145,1039,B,Morning,2025-01-28 13:00:00,6008,68.83,13.66,58.52,104.62,263,15,278.94,5,2,96,3498,19.24
663,1,135,1016,B,Night,2025-01-28 14:00:00,5218,73.0,11.94,68.01,123.37,459,8,210.66,55,7,78,2423,30.85
664,3,139,1033,C,Morning,2025-01-28 15:00:00,6510,73.3,10.91,52.69,124.81,376,16,257.06,9,9,82,3661,26.52
665,3,136,1015,B,Night,2025-01-28 16:00:00,6959,66.45,13.35,48.54,105.36,184,15,201.18,45,6,78,2492,34.75
666,1,132,1059,D,Evening,2025-01-28 17:00:00,5460,72.21,14.38,59.1,133.59,367,5,260.3,15,4,83,3944,20.31
667,5,135,1065,B,Night,2025-01-28 18:00:00,5662,72.27,9.11,55.95,126.19,267,6,217.82,44,1,74,2515,31.54
668,1,102,1065,A,Night,2025-01-28 19:00:00,5634,75.63,15.54,57.58,154.96,137,15,324.59,10,4,71,3904,20.36
669,2,108,1089,D,Night,2025-01-28 20:00:00,6167,87.66,10.44,56.39,119.61,329,7,266.84,56,3,76,4926,21.49
670,1,107,1012,D,Evening,2025-01-28 21:00:00,5989,74.9,10.56,51.12,137.04,89,9,271.1,34,7,85,1724,37.61
671,3,132,1055,D,Morning,2025-01-28 22:00:00,5188,75.63,10.13,56.57,128.09,289,13,287.99,7,5,80,1608,19.82
672,1,105,1030,C,Evening,2025-01-28 23:00:00,5254,73.75,12.0,62.79,148.82,381,10,292.46,27,3,80,4210,31.93
673,5,140,1033,C,Morning,2025-01-29 00:00:00,5067,78.69,10.08,63.61,105.45,480,1,222.44,2,2,92,4953,23.84
674,4,138,1038,D,Night,2025-01-29 01:00:00,5615,69.63,10.26,51.08,112.57,185,11,253.8,1,2,81,103,18.62
675,1,103,1066,C,Night,2025-01-29 02:00:00,5335,84.48,10.97,56.85,105.96,231,19,232.18,52,5,82,3547,16.85
676,5,112,1007,B,Night,2025-01-29 03:00:00,5670,74.38,12.21,66.82,118.83,314,19,333.76,13,8,77,2680,24.53
677,5,148,1086,C,Night,2025-01-29 04:00:00,5820,73.02,12.35,51.26,103.13,308,12,158.59,51,8,93,3891,18.38
678,3,101,1077,C,Night,2025-01-29 05:00:00,5873,79.85,13.86,49.8,97.11,231,14,227.0,28,5,85,1260,22.52
679,5,104,1054,D,Morning,2025-01-29 06:00:00,6432,70.55,13.83,61.36,88.0,70,11,246.8,52,2,90,933,14.48
680,5,143,1026,A,Morning,2025-01-29 07:00:00,5299,78.6,13.54,59.95,87.04,400,12,255.48,53,4,70,2098,25.77
681,5,126,1092,A,Night,2025-01-29 08:00:00,6931,82.03,11.61,48.3,129.85,481,7,254.66,46,7,82,1302,16.29
682,5,131,1052,A,Evening,2025-01-29 09:00:00,6625,73.79,9.24,43.8,113.17,480,15,248.15,2,6,80,2275,23.7
683,2,120,1038,B,Evening,2025-01-29 10:00:00,5356,85.26,9.21,56.69,101.49,245,2,243.5,0,7,98,1481,17.08
684,2,107,1064,C,Night,2025-01-29 11:00:00,5255,78.22,13.53,51.65,110.11,261,12,259.65,14,5,73,4273,30.13
685,3,137,1016,A,Morning,2025-01-29 12:00:00,6007,78.28,13.27,41.53,112.08,496,11,268.46,19,2,73,2888,13.45
686,1,107,1029,D,Evening,2025-01-29 13:00:00,5352,81.83,11.07,49.5,105.53,65,18,321.63,21,8,84,2921,22.59
687,5,149,1052,A,Evening,2025-01-29 14:00:00,6755,83.15,9.84,59.82,144.08,251,1,321.27,33,2,96,4277,26.8
688,1,102,1012,A,Evening,2025-01-29 15:00:00,6544,76.31,10.43,53.79,141.25,412,0,262.04,49,8,72,441,25.79
689,1,143,1020,C,Night,2025-01-29 16:00:00,5523,78.98,12.26,67.53,143.83,267,7,230.19,32,7,93,1461,17.77
690,3,102,1018,C,Evening,2025-01-29 17:00:00,6860,81.98,12.26,38.3,122.69,142,8,232.98,8,3,88,4291,15.3
691,5,121,1052,C,Evening,2025-01-29 18:00:00,5949,69.19,13.56,65.7,124.21,182,7,197.44,2,4,98,4716,27.91
692,5,105,1018,B,Evening,2025-01-29 19:00:00,5755,66.35,11.32,52.25,110.21,188,16,288.13,1,7,90,1095,23.38
693,4,101,1056,B,Evening,2025-01-29 20:00:00,6717,74.71,11.63,51.09,107.29,206,8,248.21,3,4,71,456,18.64
694,1,122,1024,A,Morning,2025-01-29 21:00:00,5283,66.23,13.69,42.59,120.33,384,5,267.49,15,9,75,285,28.09
695,1,143,1085,C,Night,2025-01-29 22:00:00,6335,73.43,8.81,58.72,129.79,119,14,263.35,53,7,91,1793,21.19
696,2,101,1030,A,Night,2025-01-29 23:00:00,5098,76.57,12.48,40.39,137.94,353,12,222.1,32,1,93,2690,20.71
697,4,137,1080,D,Morning,2025-01-30 00:00:00,5196,73.62,11.5,61.54,111.81,64,11,217.16,8,1,77,1442,19.67
698,2,116,1054,D,Morning,2025-01-30 01:00:00,5481,74.29,13.07,42.89,101.21,284,12,231.88,56,4,86,1791,20.2
699,2,134,1022,C,Night,2025-01-30 02:00:00,5877,69.99,12.77,44.15,131.01,261,6,269.43,39,9,74,1182,20.02
700,2,133,1031,C,Evening,2025-01-30 03:00:00,6249,78.94,10.96,45.47,92.73,339,17,246.77,37,4,71,2157,25.64
701,3,122,1061,D,Evening,2025-01-30 04:00:00,6868,69.68,11.24,49.27,119.41,109,13,179.39,51,5,95,3004,31.75
702,3,129,1073,C,Night,2025-01-30 05:00:00,5614,64.49,8.55,62.54,121.34,301,10,209.03,17,1,81,3295,17.02
703,2,107,1009,B,Evening,2025-01-30 06:00:00,5617,73.96,13.12,67.03,114.32,495,13,239.31,15,2,74,4551,22.29
704,4,121,1099,B,Morning,2025-01-30 07:00:00,6388,79.58,12.36,50.1,96.82,51,16,248.78,7,4,79,3517,23.18
705,1,143,1071,C,Evening,2025-01-30 08:00:00,5367,75.4,14.1,54.63,114.52,285,1,270.62,22,4,97,2480,26.32
706,4,135,1053,D,Evening,2025-01-30 09:00:00,5569,69.18,11.4,58.92,144.64,385,18,251.57,59,6,78,116,28.94
707,5,104,1051,A,Evening,2025-01-30 10:00:00,5589,75.51,13.37,52.37,128.88,68,15,235.49,35,6,89,423,23.2
708,3,112,1019,C,Night,2025-01-30 11:00:00,6098,77.19,10.4,58.61,137.43,98,9,234.12,2,8,77,2170,20.81
709,1,128,1031,C,Morning,2025-01-30 12:00:00,6065,75.45,7.94,54.97,101.74,127,7,258.06,14,9,70,1030,26.89
710,1,130,1013,A,Evening,2025-01-30 13:00:00,5421,73.68,11.86,52.97,123.84,77,4,266.72,37,1,93,4654,15.8
711,5,146,1049,C,Night,2025-01-30 14:00:00,5835,77.43,11.15,43.64,121.33,97,6,236.81,32,1,75,4752,13.28
712,5,115,1027,A,Evening,2025-01-30 15:00:00,6204,66.31,10.42,56.19,121.62,145,12,206.89,17,6,93,1544,36.95
713,2,141,1052,D,Morning,2025-01-30 16:00:00,5544,70.53,13.35,62.67,128.34,214,15,246.06,22,4,91,4136,19.96
714,3,129,1023,B,Evening,2025-01-30 17:00:00,5070,68.47,13.81,48.77,122.21,482,4,224.01,42,4,80,502,21.93
715,3,115,1078,D,Morning,2025-01-30 18:00:00,6591,81.74,12.16,39.25,102.16,414,15,261.5,2,1,72,3502,26.72
716,4,111,1021,B,Evening,2025-01-30 19:00:00,6128,78.56,11.73,52.44,129.2,225,14,309.23,29,9,97,4652,25.73
717,2,116,1029,A,Morning,2025-01-30 20:00:00,6223,75.93,12.09,67.08,132.61,122,8,195.94,44,3,84,1606,28.43
718,2,115,1062,B,Evening,2025-01-30 21:00:00,6124,67.75,11.02,64.7,139.79,405,11,296.03,16,5,80,1621,28.69
719,2,111,1003,D,Morning,2025-01-30 22:00:00,5767,78.72,12.84,50.36,140.45,78,7,268.76,49,1,93,3198,16.79
720,2,107,1076,B,Evening,2025-01-30 23:00:00,5306,81.93,9.69,58.64,127.15,493,12,294.11,57,8,74,2544,30.35
721,3,119,1058,A,Evening,2025-01-31 00:00:00,6609,77.86,10.39,59.91,102.86,206,4,232.57,57,3,97,2287,26.55
722,3,102,1086,B,Night,2025-01-31 01:00:00,6706,74.82,10.81,66.92,97.06,363,13,192.16,31,1,95,2668,25.89
723,2,115,1007,C,Night,2025-01-31 02:00:00,5376,78.16,12.81,42.6,116.59,353,15,257.19,45,6,85,2893,26.11
724,4,129,1081,D,Morning,2025-01-31 03:00:00,5654,76.36,11.55,46.45,133.79,328,10,305.99,56,1,90,191,12.84
725,1,144,1011,C,Evening,2025-01-31 04:00:00,5677,79.63,14.04,38.92,132.83,332,19,207.58,6,3,97,4862,22.95
726,1,122,1030,A,Morning,2025-01-31 05:00:00,5398,79.52,13.2,49.57,124.11,56,11,213.59,38,5,76,1853,19.17
727,4,127,1077,B,Night,2025-01-31 06:00:00,6796,73.89,10.8,63.53,119.45,354,14,273.49,13,4,75,4992,18.45
728,2,139,1033,C,Morning,2025-01-31 07:00:00,5220,71.7,12.95,50.52,148.56,231,11,229.51,57,7,78,187,21.56
729,3,104,1081,C,Morning,2025-01-31 08:00:00,6618,73.0,11.39,44.53,128.61,158,8,316.64,55,6,76,1741,28.13
730,1,119,1097,B,Night,2025-01-31 09:00:00,5181,77.68,12.71,56.81,118.69,373,0,276.08,14,3,72,3062,25.44
731,5,139,1074,B,Evening,2025-01-31 10:00:00,5306,73.3,13.28,57.02,110.32,255,2,221.23,43,8,80,2242,26.19
732,5,143,1075,D,Morning,2025-01-31 11:00:00,5521,71.25,13.67,46.86,104.87,283,11,227.41,11,8,96,650,21.77
733,4,100,1048,C,Night,2025-01-31 12:00:00,6419,75.0,12.3,50.95,103.39,475,19,229.0,7,2,81,2546,25.88
734,2,129,1078,C,Evening,2025-01-31 13:00:00,6013,80.54,14.4,56.2,104.87,236,12,248.28,15,7,90,2051,23.0
735,1,120,1056,A,Night,2025-01-31 14:00:00,5003,75.68,12.66,60.97,124.21,477,5,262.18,40,1,94,2390,28.75
736,2,119,1094,D,Morning,2025-01-31 15:00:00,5862,73.62,12.2,49.81,119.73,459,9,259.26,33,2,80,3937,27.48
737,1,105,1092,A,Evening,2025-01-31 16:00:00,6937,76.6,11.55,48.66,115.11,456,9,205.01,45,8,98,723,24.8
738,4,121,1025,C,Evening,2025-01-31 17:00:00,5847,75.42,11.05,70.3,131.05,378,15,286.08,23,1,95,3857,19.99
739,4,117,1017,A,Night,2025-01-31 18:00:00,5803,65.33,12.63,52.81,147.14,406,0,238.4,55,2,99,4896,25.36
740,5,107,1095,C,Night,2025-01-31 19:00:00,6304,78.48,12.15,57.0,107.65,57,15,212.9,28,1,71,3392,25.21
741,2,138,1085,C,Night,2025-01-31 20:00:00,5214,77.04,12.39,60.19,109.89,102,3,231.48,15,5,70,3932,24.6
742,5,131,1037,A,Evening,2025-01-31 21:00:00,5971,75.08,12.72,40.7,86.74,447,5,290.57,4,7,96,2711,21.62
743,2,132,1080,A,Evening,2025-01-31 22:00:00,6633,80.31,12.38,54.85,119.61,248,18,257.61,4,6,93,261,20.73
744,5,115,1086,B,Morning,2025-01-31 23:00:00,6443,81.06,15.02,41.83,118.09,440,1,261.1,51,6,93,2092,25.61
745,3,111,1087,B,Evening,2025-02-01 00:00:00,5100,78.99,11.21,53.95,133.39,186,17,203.2,29,6,71,2182,19.71
746,3,137,1049,B,Morning,2025-02-01 01:00:00,5962,70.75,12.65,65.98,118.7,308,9,255.29,52,8,83,3113,22.74
747,3,133,1007,C,Night,2025-02-01 02:00:00,6544,70.92,11.66,47.01,111.18,383,3,289.9,49,5,82,136,26.93
748,3,113,1040,A,Night,2025-02-01 03:00:00,5572,80.59,8.31,41.67,122.89,450,0,177.88,49,7,93,945,26.21
749,1,135,1005,D,Evening,2025-02-01 04:00:00,6332,65.61,11.71,70.1,128.36,221,14,234.44,4,3,74,2976,18.21
750,3,132,1068,C,Night,2025-02-01 05:00:00,5657,74.26,10.6,45.82,95.73,135,9,274.93,42,9,71,3446,25.49
751,4,122,1043,D,Night,2025-02-01 06:00:00,5938,77.2,11.9,43.01,135.1,95,17,256.33,12,3,92,4154,34.16
752,4,149,1063,A,Evening,2025-02-01 07:00:00,6954,66.25,11.96,67.95,139.59,395,15,209.25,34,6,92,4300,27.38
753,1,144,1028,C,Morning,2025-02-01 08:00:00,6533,76.17,12.58,45.51,128.21,235,12,265.93,48,3,88,435,22.63
754,3,101,1027,D,Evening,2025-02-01 09:00:00,6086,79.77,11.2,68.16,105.98,205,14,203.3,24,1,99,3197,30.54
755,3,140,1010,D,Morning,2025-02-01 10:00:00,6656,67.57,11.39,57.19,115.11,447,1,215.3,49,1,86,2443,35.0
756,3,120,1064,B,Evening,2025-02-01 11:00:00,5225,83.29,13.05,65.27,137.74,58,19,219.5,13,3,80,1660,28.32
757,5,101,1018,B,Evening,2025-02-01 12:00:00,5104,69.95,10.79,56.49,105.33,164,3,311.74,43,4,85,4264,15.34
758,2,126,1008,B,Night,2025-02-01 13:00:00,6997,77.87,9.24,63.64,129.43,203,0,183.21,45,2,89,4346,27.08
759,5,108,1026,C,Evening,2025-02-01 14:00:00,5771,74.58,12.24,47.65,119.24,179,6,186.16,25,9,87,761,30.74
760,2,100,1033,A,Evening,2025-02-01 15:00:00,6884,75.35,13.61,50.09,122.4,380,10,261.33,17,8,89,4952,13.68
761,3,110,1043,A,Morning,2025-02-01 16:00:00,6448,68.58,13.03,38.08,107.46,130,9,254.19,19,3,77,3839,28.69
762,3,102,1067,B,Night,2025-02-01 17:00:00,6278,81.3,12.26,62.77,124.96,433,0,231.2,33,7,71,3283,22.98
763,5,122,1099,B,Morning,2025-02-01 18:00:00,5428,76.63,13.88,58.36,123.89,339,10,250.55,6,4,86,1585,30.58
764,5,125,1081,B,Morning,2025-02-01 19:00:00,5433,83.1,13.62,46.94,97.36,196,9,207.42,46,5,80,2509,23.64
765,2,103,1014,D,Night,2025-02-01 20:00:00,6230,68.71,11.5,41.01,119.93,344,13,253.69,59,4,83,4398,25.72
766,4,117,1050,B,Night,2025-02-01 21:00:00,6051,74.09,12.37,57.25,129.21,318,13,258.38,9,9,85,2634,25.8
767,2,105,1012,D,Night,2025-02-01 22:00:00,5681,76.05,12.44,68.41,114.22,182,6,298.59,14,7,84,103,27.57
768,5,134,1082,A,Evening,2025-02-01 23:00:00,6359,75.3,11.87,53.9,83.28,99,10,326.29,16,4,84,3197,26.24
769,5,121,1048,C,Night,2025-02-02 00:00:00,5587,78.33,13.7,49.73,118.28,72,3,239.3,10,8,72,2948,19.5
770,1,142,1069,C,Night,2025-02-02 01:00:00,6651,74.03,11.77,47.5,142.0,427,1,199.07,33,2,95,126,22.68
771,5,114,1055,C,Night,2025-02-02 02:00:00,6092,85.61,11.25,64.99,114.83,425,6,265.4,26,7,76,1064,23.97
772,1,121,1075,C,Morning,2025-02-02 03:00:00,5865,75.2,8.11,48.77,141.43,137,18,244.65,20,1,98,3196,30.15
773,4,136,1050,D,Morning,2025-02-02 04:00:00,5745,60.58,10.8,52.03,107.81,462,13,242.88,30,8,81,171,26.42
774,2,141,1036,D,Evening,2025-02-02 05:00:00,6536,75.42,10.03,63.33,102.59,161,18,185.56,49,6,91,3047,20.71
775,2,111,1016,B,Morning,2025-02-02 06:00:00,6190,81.31,11.94,60.1,119.92,160,6,253.94,56,5,91,2415,19.4
776,1,146,1057,D,Evening,2025-02-02 07:00:00,5863,70.38,10.12,52.34,107.66,121,11,266.91,3,9,92,3997,27.27
777,2,148,1086,B,Morning,2025-02-02 08:00:00,6753,70.07,12.91,49.41,124.95,203,2,289.74,40,9,93,4590,21.63
778,5,141,1089,B,Night,2025-02-02 09:00:00,6808,70.8,13.66,66.72,114.41,106,14,229.78,58,3,72,2511,27.77
779,3,137,1028,C,Morning,2025-02-02 10:00:00,5367,69.62,11.95,46.07,142.11,306,4,216.98,59,9,88,216,23.72
780,1,117,1032,D,Evening,2025-02-02 11:00:00,5250,72.6,10.52,53.32,113.37,205,7,229.46,48,9,79,2311,31.3
781,2,144,1059,D,Morning,2025-02-02 12:00:00,5858,79.55,12.43,42.95,121.35,162,13,287.35,16,2,98,3024,20.31
782,1,134,1090,B,Night,2025-02-02 13:00:00,5855,82.63,14.84,64.51,128.95,367,3,305.44,48,5,77,2937,31.19
783,1,129,1088,B,Evening,2025-02-02 14:00:00,6954,62.88,14.37,51.2,134.34,96,6,294.84,47,2,85,676,28.92
784,3,123,1054,A,Night,2025-02-02 15:00:00,6709,73.11,9.89,49.4,142.19,287,6,275.91,19,1,85,871,21.8
785,5,141,1009,A,Night,2025-02-02 16:00:00,6193,76.51,9.84,60.29,116.48,383,17,248.71,24,7,81,299,19.61
786,1,129,1046,B,Evening,2025-02-02 17:00:00,6781,76.01,9.45,43.6,114.01,155,13,254.95,39,4,98,1855,33.64
787,2,113,1022,A,Night,2025-02-02 18:00:00,6958,84.5,10.29,60.08,91.29,236,7,260.78,22,5,99,279,19.49
788,4,105,1084,A,Night,2025-02-02 19:00:00,6113,64.95,12.38,52.12,150.63,208,11,239.92,14,4,98,2505,25.53
789,1,102,1020,B,Morning,2025-02-02 20:00:00,5560,62.05,11.16,45.36,125.41,247,9,285.57,32,6,92,3423,25.73
790,1,115,1012,B,Night,2025-02-02 21:00:00,6469,85.31,10.74,47.08,131.28,431,13,183.89,18,2,95,4848,24.05
791,3,106,1032,D,Night,2025-02-02 22:00:00,5293,78.77,13.56,49.53,128.34,226,8,191.29,56,8,74,4873,27.91
792,5,113,1023,B,Night,2025-02-02 23:00:00,5918,72.14,12.8,51.45,120.74,310,5,183.82,14,4,89,2401,19.35
793,4,108,1010,B,Night,2025-02-03 00:00:00,6173,75.86,9.44,45.41,125.26,336,4,217.91,40,8,75,3088,33.67
794,2,114,1016,C,Evening,2025-02-03 01:00:00,6155,76.22,13.47,57.36,111.61,342,0,303.85,4,3,94,1702,19.88
795,4,120,1067,D,Morning,2025-02-03 02:00:00,5432,72.02,12.76,45.2,115.47,384,0,202.44,15,5,75,1219,23.28
796,2,134,1046,D,Night,2025-02-03 03:00:00,5058,75.71,12.79,36.08,105.75,192,19,203.91,59,3,77,2314,16.81
797,5,101,1024,D,Night,2025-02-03 04:00:00,5968,76.77,11.14,70.36,143.36,357,16,216.99,44,7,86,2011,29.23
798,2,126,1093,C,Evening,2025-02-03 05:00:00,5835,85.08,11.72,56.58,128.42,246,10,294.3,47,3,81,3001,33.44
799,3,101,1072,B,Night,2025-02-03 06:00:00,5198,79.82,9.04,71.08,149.64,274,11,307.41,31,8,99,1185,34.04
800,3,134,1020,D,Evening,2025-02-03 07:00:00,5214,83.7,13.3,46.65,154.45,444,2,290.6,21,9,91,273,29.67
801,3,117,1083,D,Morning,2025-02-03 08:00:00,5897,68.28,10.5,58.84,98.94,92,5,293.08,42,2,99,3632,22.14
802,3,113,1082,A,Morning,2025-02-03 09:00:00,6584,73.26,10.69,62.16,134.78,200,10,316.08,31,3,83,4819,24.01
803,4,119,1082,D,Night,2025-02-03 10:00:00,5471,76.21,10.67,53.49,99.63,345,12,178.14,12,7,71,1338,22.39
804,5,117,1011,B,Night,2025-02-03 11:00:00,6767,65.39,14.7,43.44,122.66,112,10,201.0,37,5,88,3410,17.93
805,2,109,1036,B,Night,2025-02-03 12:00:00,5246,80.91,11.0,52.88,124.72,179,7,221.97,25,7,75,4934,22.52
806,2,124,1041,A,Evening,2025-02-03 13:00:00,5381,78.21,13.41,60.01,100.69,304,9,254.15,51,2,87,3913,28.54
807,3,101,1016,D,Night,2025-02-03 14:00:00,5990,73.16,11.96,59.71,108.94,392,1,254.02,16,4,73,3916,19.67
808,3,124,1047,D,Night,2025-02-03 15:00:00,6262,74.08,10.76,54.99,125.41,263,13,254.64,4,1,91,4870,12.6
809,1,132,1027,D,Morning,2025-02-03 16:00:00,5926,81.27,10.48,62.18,122.64,122,15,283.37,48,5,74,2073,17.73
810,5,135,1040,C,Night,2025-02-03 17:00:00,6390,71.02,11.06,61.8,104.72,480,16,173.29,32,8,75,3882,28.09
811,4,130,1098,D,Morning,2025-02-03 18:00:00,6191,81.47,11.89,50.81,109.53,153,10,244.39,26,1,84,2344,15.41
812,2,113,1046,B,Night,2025-02-03 19:00:00,5559,73.74,12.9,42.84,97.63,207,1,260.62,4,7,75,1757,21.64
813,1,100,1017,B,Morning,2025-02-03 20:00:00,6074,78.78,11.29,56.52,101.96,321,4,236.98,36,7,77,512,22.08
814,1,145,1077,C,Night,2025-02-03 21:00:00,6834,75.43,11.24,49.03,114.43,364,15,257.57,6,7,78,3510,25.29
815,2,115,1098,C,Morning,2025-02-03 22:00:00,6633,86.17,10.68,56.15,134.81,287,15,290.89,47,1,90,4192,25.17
816,4,145,1070,D,Evening,2025-02-03 23:00:00,6974,70.56,10.21,65.76,136.71,352,1,252.49,17,3,91,1482,26.0
817,1,102,1012,A,Morning,2025-02-04 00:00:00,6751,72.13,10.08,58.5,147.5,421,15,335.51,30,2,75,1223,23.26
